Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
Spacious And New 1 Bedroom Flat,"Along Ologolo Tarred Road, Before Agungi, Ologolo Lekki Lagos",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-along-ologolo-tarred-road-before-agungi-ologolo-lekki-lagos-4GBSZ,Lagos,Lekki,"1,900,000/year",1 beds,1 baths,2 Toilets,08052482357,17 Feb 2022,17 Feb 2022
4 Bedroom Terrace Duplex,Ikota Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-ikota-lekki-lagos-1GBSW,Lagos,Lekki,"3,500,000/year",4 beds,4 baths,5 Toilets,08066961891,17 Feb 2022,17 Feb 2022
3 Bedroom Flat With Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-4GBST,Lagos,Lekki,"4,500,000/year",3 beds,3 baths,4 Toilets,08066961891,17 Feb 2022,17 Feb 2022
Spacious Serviced 3bedroom Terrace Duplex With 1room Bq,Jahi District Jahi Abuja,https://www.propertypro.ng/property/3-bedroom-house-for-rent-jahi-district-jahi-abuja-2GBSQ,Abuja,Jahi,"7,000,000/year",3 beds,3 baths,4 Toilets,09052654781,17 Feb 2022,17 Feb 2022
Newly Built 2 Bedroom Flat,Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ajah-lagos-7GATC,Lagos,Ajah,"1,600,000",0 beds,2 baths,3 Toilets,08062529809,09 Feb 2022,17 Feb 2022
4 Bedroom Semi Detached Duplex,Ikota Lekki Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-ikota-lekki-lagos-5GBQR,Lagos,Lekki,"6,000,000/year",4 beds,0 baths,0 Toilets,09070147323,16 Feb 2022,17 Feb 2022
Newly Built Fully Detached 5 Bedroom House +bq+ Cinema+ Swimming Pool+elevator,Old Ikoyi Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-old-ikoyi-ikoyi-lagos-4FWCP,Lagos,Ikoyi,"850,000,000",5 beds,5 baths,6 Toilets,08124269637,04 Jan 2022,24 Feb 2022
6bedroom Fully Detached Duplex With 1room Bq Attached,Asokoro District Asokoro Abuja,https://www.propertypro.ng/property/6-bedroom-house-for-rent-asokoro-district-asokoro-abuja-1GAQD,Abuja,Asokoro,"12,000,000/year",6 beds,6 baths,7 Toilets,09052654781,09 Feb 2022,17 Feb 2022
Relatively New Room Self Contain,Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-shomolu-lagos-3GBDJ,Lagos,Shomolu,"400,000/year",0 beds,1 baths,1 Toilets,08023729528,12 Feb 2022,17 Feb 2022
Newly Built 2 Bedroom Flat,Sangotedo Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-sangotedo-lagos-4GALH,Lagos,Sangotedo,"1,600,000",2 beds,2 baths,3 Toilets,08062529809,08 Feb 2022,17 Feb 2022
140 Sqm Open Plan Office Space,Off Allen Avenue Ikeja Allen Avenue Ikeja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-off-allen-avenue-ikeja-allen-avenue-ikeja-lagos-2GANT,Lagos,Ikeja,"2,800,000",0 beds,0 baths,2 Toilets,08111349600,08 Feb 2022,17 Feb 2022
Shared Apartment In A 5 Bedroom Terrace Building,Idado Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-idado-lekki-lagos-6GAPB,Lagos,Lekki,"900,000",0 beds,0 baths,0 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Exquisite 4bedroom Semi Detached Duplex,Oral Estate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oral-estate-lekki-lagos-7GBRQ,Lagos,Lekki,"6,500,000",4 beds,4 baths,5 Toilets,08142223792,16 Feb 2022,17 Feb 2022
Luxury 2bedroom,Onike Onike Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-onike-onike-yaba-lagos-3FYKE,Lagos,Yaba,"1,500,000/year",2 beds,2 baths,3 Toilets,08182030653,24 Jan 2022,17 Feb 2022
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-2FYNS,Lagos,Lekki,"5,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
3 Bedroom Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-phase-1-lekki-lagos-8FYNS,Lagos,Lekki,"3,500,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
Decent And Standard Furnished 3bedroom For Corpers,Christ School Oleyo Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-house-for-rent-christ-school-oleyo-akala-express-ibadan-oyo-7GAKD,Oyo,Ibadan,"350,000/year",3 beds,2 baths,2 Toilets,07066108818,07 Feb 2022,17 Feb 2022
Executive 3 Bedroom Flat,By Oladogba Street Ikosi Ketu Kosofe Ikosi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-by-oladogba-street-ikosi-ketu-kosofe-ikosi-lagos-1GBRM,Lagos,Ikosi,"1,000,000/year",3 beds,2 baths,3 Toilets,08033946356,16 Feb 2022,17 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
Newly Built Mini Flat,Transformer Close To Fasheun Bridge Ago. Bucknor Isolo Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-transformer-close-to-fasheun-bridge-ago-bucknor-isolo-lagos-0FXLT,Lagos,Isolo,"500,000/year",1 beds,1 baths,1 Toilets,08024797724,16 Jan 2022,17 Feb 2022
Brand New 2bedroom Flat,"Madonna Estate, Ojodu Abiodun Area. Berger Ojodu Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-madonna-estate-ojodu-abiodun-area-berger-ojodu-lagos-7GBKB,Lagos,Ojodu,"800,000",2 beds,2 baths,3 Toilets,08168472093,14 Feb 2022,17 Feb 2022
Very Clean Executive Mini Flat With Pre Paid Meter Etc.,Ojodu Abiodun Area. Berger Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ojodu-abiodun-area-berger-ojodu-lagos-9GAKV,Lagos,Ojodu,"350,000",1 beds,1 baths,2 Toilets,08168472093,07 Feb 2022,17 Feb 2022
Newly Build 4bedroom Detached Duplex,Orchid Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-chevron-lekki-lagos-7FZFQ,Lagos,Lekki,"5,500,000/year",4 beds,4 baths,4 Toilets,07034770232,30 Jan 2022,17 Feb 2022
Commercial 20 Bed Room Fully Detached House With Bq,Ogunlana Surulere Lagos,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-rent-ogunlana-surulere-lagos-1GBRS,Lagos,Surulere,"10,000,000",10 beds,10 baths,10 Toilets,08132285233,16 Feb 2022,17 Feb 2022
Exquisite Mini Flat,Lekki Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-lekki-phase-1-lekki-lagos-6GBSA,Lagos,Lekki,"2,500,000/year",1 beds,1 baths,0 Toilets,09060005262,16 Feb 2022,17 Feb 2022
Newly Built 4 Bedroom Semi Detached,Along Orchid Hotel Road Lekki Lagos.. Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-along-orchid-hotel-road-lekki-lagos-lekki-lagos-4GAJW,Lagos,Lekki,"5,000,000",4 beds,4 baths,5 Toilets,08111349600,07 Feb 2022,17 Feb 2022
Newly Built Miniflat,Lanre Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lanre-ikotun-igando-lagos-4FHNS,Lagos,Igando,"350,000",0 beds,0 baths,0 Toilets,08060795036,08 Sep 2021,17 Feb 2022
Mini Flat,Badore Road Badore Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-badore-road-badore-ajah-lagos-2GBRC,Lagos,Ajah,"700,000",1 beds,0 baths,0 Toilets,07031120682,16 Feb 2022,17 Feb 2022
Land For Sale At West Park And Gardens Oleyo,Ayegun Akala Express Ibadan Oyo,https://www.propertypro.ng/property/land-for-sale-ayegun-akala-express-ibadan-oyo-4FZCU,Oyo,Ibadan,"4,000,000", beds, baths, Toilets,07065576892,29 Jan 2022,24 Feb 2022
3 Bedroom Flat Apartment,Ajayi Road Ogba Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajayi-road-ogba-lagos-4FYML,Lagos,Ogba,"1,600,000/year",3 beds,3 baths,4 Toilets,09065161162,24 Jan 2022,17 Feb 2022
2 Bedroom Flat,A Close Just Close To Lekki Palm City Estate Ado Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-a-close-just-close-to-lekki-palm-city-estate-ado-ajah-lagos-6FZVF,Lagos,Ajah,"1,500,000",2 beds,3 baths,3 Toilets,07031120682,03 Feb 2022,17 Feb 2022
4 Bedroom Duplex With Bq,Street Garki 1 Abuja,https://www.propertypro.ng/property/house-for-rent-street-garki-1-abuja-1FXPD,Abuja,1,"4,000,000",0 beds,0 baths,0 Toilets,08055070928,17 Jan 2022,17 Feb 2022
Newly Build 4 Bedroom Detached Duplex,Ramat Crescent Ogudu Gra Ogudu Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ramat-crescent-ogudu-gra-ogudu-lagos-5GAGJ,Lagos,Ogudu,"220,000,000",4 beds,4 baths,4 Toilets,07034770232,06 Feb 2022,17 Feb 2022
Self Alone In A Compound 3 Bedroom Flat,Greenland Estate Bayeku Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-greenland-estate-bayeku-igbogbo-ikorodu-lagos-0FWVB,Lagos,Ikorodu,"500,000/year",3 beds,4 baths,4 Toilets,08108066178,11 Jan 2022,17 Feb 2022
Mini Flat,Igando Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-igando-ikotun-igando-lagos-7FGFY,Lagos,Igando,"350,000/year",0 beds,0 baths,0 Toilets,08060795036,30 Aug 2021,17 Feb 2022
Mini Flat Apartment,Ayobo Ipaja Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ayobo-ipaja-lagos-4FYRA,Lagos,Ipaja,"350,000/year",1 beds,2 baths,2 Toilets,07040702569,25 Jan 2022,17 Feb 2022
2 Rooms Office Space,5th Ave Festac Amuwo Odofin Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-5th-ave-festac-amuwo-odofin-lagos-2GBBT,Lagos,Odofin,"700,000",0 beds,0 baths,0 Toilets,08060964343,12 Feb 2022,17 Feb 2022
Spacious Self Con,Osapa London Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-osapa-london-lekki-lagos-8FZRW,Lagos,Lekki,"1,500,000/year",0 beds,0 baths,0 Toilets,08062610443,02 Feb 2022,17 Feb 2022
2 Bedroom Bq Apartment,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-1GANW,Lagos,Lekki,"2,000,000",2 beds,2 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
5 Bedroom Detached House With Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-8FYNQ,Lagos,Lekki,"10,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Spacious Mini Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-3GALZ,Lagos,Lekki,"2,000,000",1 beds,1 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
A Tastefully Finished Spacious Brand New 7units Of 2bedroom Apartment,Wuse2 District Wuse 2 Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-wuse2-district-wuse-2-abuja-6FYJS,Abuja,2,"35,000,000/year",2 beds,2 baths,3 Toilets,09052654781,24 Jan 2022,17 Feb 2022
2 Bedroom And 3 Bedroom,Sholebo Ebute Ikorodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-sholebo-ebute-ikorodu-lagos-8FXEL,Lagos,Ikorodu,"1,000,000/year",2 beds,3 baths,3 Toilets,08108066178,14 Jan 2022,17 Feb 2022
Newly Built 2bedrooms Flat Ologneru Ibadan,Makoni Balogun Ologuneru Eleyele Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-makoni-balogun-ologuneru-eleyele-ibadan-oyo-4GBKS,Oyo,Ibadan,"300,000/year",2 beds,1 baths,1 Toilets,09056267480,15 Feb 2022,17 Feb 2022
Spacious Selfcon Apartment,Dawaki Gwarinpa Abuja,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-dawaki-gwarinpa-abuja-8FYXV,Abuja,Gwarinpa,"550,000/year",1 beds,1 baths,1 Toilets,08099444251,27 Jan 2022,17 Feb 2022
Luxury Newly Built 3 Bedroom All Rooms Ensuits,Divine Avenue Elemu Bucknor Close To Community Bridge Ago Bucknor Isolo Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-divine-avenue-elemu-bucknor-close-to-community-bridge-ago-bucknor-isolo-lagos-2FYPF,Lagos,Isolo,"950,000/year",3 beds,3 baths,4 Toilets,08024797724,25 Jan 2022,17 Feb 2022
Brand New Mini Flat,In An Estate Sangotedo Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-in-an-estate-sangotedo-ajah-lagos-7GBMP,Lagos,Ajah,"700,000/year",1 beds,1 baths,2 Toilets,07088387174,15 Feb 2022,17 Feb 2022
Newly Built 5 Bedroom Detached Duplex With Bq,Wuse 2 Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-wuse-2-abuja-3GBLT,Abuja,2,"20,000,000",5 beds,5 baths,6 Toilets,08030986639,15 Feb 2022,17 Feb 2022
A Luxurious Finished Spacious 3bedroom Flat,Mabushi District Mabushi Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-mabushi-district-mabushi-abuja-0FZWG,Abuja,Mabushi,"42,000,000",3 beds,3 baths,4 Toilets,09052654781,03 Feb 2022,17 Feb 2022
"Fully Furnished 5 Bedroom Mansion Duplex With Security, Wifi, 24hour Power","First Unity Estate, Co Operative Bustop Badore Ajah Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-shortlet-first-unity-estate-co-operative-bustop-badore-ajah-lagos-4FHHA,Lagos,Ajah,"90,000/day",5 beds,5 baths,5 Toilets,09093333337,07 Sep 2021,22 Feb 2022
A Well Built Warehouse,Idu Industrial District Idu Abuja,https://www.propertypro.ng/property/commercial-property-for-rent-idu-industrial-district-idu-abuja-4FZLW,Abuja,Idu,"22,800,000/year",0 beds,3 baths,4 Toilets,09052654781,01 Feb 2022,17 Feb 2022
Newly Built 2 Bedroom Apartment,Ologolo Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ologolo-lekki-lagos-0GAPR,Lagos,Lekki,"2,200,000",2 beds,2 baths,3 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Elegante Mini Flat,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-3GAMK,Lagos,Lekki,"2,400,000",1 beds,1 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Tastefully Built 1 Bedroom Flat,Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-lekki-lagos-6GAMD,Lagos,Lekki,"2,000,000/year",1 beds,1 baths,2 Toilets,08138837188,08 Feb 2022,17 Feb 2022
6 Bedroom Detached House With Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-8GASN,Lagos,Lekki,"7,000,000",0 beds,0 baths,0 Toilets,08138837188,09 Feb 2022,17 Feb 2022
3 Bedroom Apartment,Lekki Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-lekki-phase-1-lekki-lagos-4GBSB,Lagos,Lekki,"3,500,000/year",3 beds,3 baths,4 Toilets,09060005262,16 Feb 2022,17 Feb 2022
Newly Build 3 Bedroom Service Apartment,Bourdillon Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-bourdillon-ikoyi-lagos-6GALL,Lagos,Ikoyi,"10,000,000/year",3 beds,4 baths,4 Toilets,07034770232,08 Feb 2022,17 Feb 2022
3 Bedroom Apartment,Liberty Estate Ago Palace Okota Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-liberty-estate-ago-palace-okota-lagos-1GBJC,Lagos,Okota,"1,300,000/year",0 beds,0 baths,0 Toilets,07013315282,14 Feb 2022,17 Feb 2022
Twin 3 Bedroom Bungalow,"Iyana Church, Amosun Street Iwo Rd Ibadan Oyo",https://www.propertypro.ng/property/3-bedroom-house-for-rent-iyana-church-amosun-street-iwo-rd-ibadan-oyo-9GBGT,Oyo,Ibadan,"250,000",3 beds,2 baths,2 Toilets,07086659178,14 Feb 2022,17 Feb 2022
A Tastefully Finished 2bedroom Semi Detached Bungalow,Katampe District Katampe Main Abuja,https://www.propertypro.ng/property/2-bedroom-house-for-rent-katampe-district-katampe-main-abuja-8FZYK,Abuja,Main,"2,000,000/year",2 beds,2 baths,3 Toilets,09052654781,04 Feb 2022,17 Feb 2022
Brand New 4 Bedroom Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-5FYNR,Lagos,Lekki,"10,000,000",0 beds,0 baths,0 Toilets,08138837188,25 Jan 2022,17 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
Brand New 3bedroom Terrace Duplex With A Room Bq,Around Earth Point Lifecamp Life Camp Abuja,https://www.propertypro.ng/property/3-bedroom-house-for-rent-around-earth-point-lifecamp-life-camp-abuja-0FZRR,Abuja,Camp,"3,000,000",3 beds,4 baths,4 Toilets,08155321626,02 Feb 2022,17 Feb 2022
A Tastefully Finished Spacious 4units Of 5bedroom Duplex,Kado District Kado Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-kado-district-kado-abuja-9GBKM,Abuja,Kado,"6,000,000/year",5 beds,5 baths,6 Toilets,09052654781,15 Feb 2022,17 Feb 2022
Spacious 2 Bedroom Luxury Apartment,Off Admiralty Off Road 14 Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-admiralty-off-road-14-lekki-phase-1-lekki-lagos-9GBFX,Lagos,Lekki,"3,000,000/year",2 beds,3 baths,3 Toilets,09055294872,13 Feb 2022,17 Feb 2022
A 2 Bedroom Flat Apartment,Badore Badore Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-badore-badore-ajah-lagos-9GASX,Lagos,Ajah,"1,300,000/year",2 beds,2 baths,2 Toilets,08124037837,09 Feb 2022,17 Feb 2022
Room Self Contain,Babs Animashaun Road Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-babs-animashaun-road-surulere-lagos-6GAQH,Lagos,Surulere,"400,000",0 beds,0 baths,0 Toilets,08082088667,09 Feb 2022,17 Feb 2022
2bedroom Flat,Onireke Gra Ibadan Oyo,https://www.propertypro.ng/property/house-for-rent-onireke-gra-ibadan-oyo-7FTWZ,Oyo,Ibadan,"1,500,000", beds, baths, Toilets,07030737894,07 Dec 2021,17 Feb 2022
Tastefully Finished Executive Mini Flat With Pre Paid Meter Etc,Ojodu Abiodun Area. Berger Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ojodu-abiodun-area-berger-ojodu-lagos-3GAKV,Lagos,Ojodu,"300,000",1 beds,1 baths,1 Toilets,08168472093,07 Feb 2022,17 Feb 2022
3bedroom Flat,Shasha Akowonjo Akowonjo Alimosho Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-shasha-akowonjo-akowonjo-alimosho-lagos-9FZET,Lagos,Alimosho,"900,000/year",0 beds,0 baths,0 Toilets,08088579347,30 Jan 2022,17 Feb 2022
2numbers Of 3bedroom Flat,Mercy Eneli Off Adelabu Surulere Lagos,https://www.propertypro.ng/property/house-for-rent-mercy-eneli-off-adelabu-surulere-lagos-9FXDF,Lagos,Surulere,"2,500,000",0 beds,0 baths,0 Toilets,08082088667,13 Jan 2022,17 Feb 2022
Luxury Built 5 Bedroom Detached Duplex,7th Avenue Gwarinpa Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-sale-7th-avenue-gwarinpa-abuja-9GATE,Abuja,Gwarinpa,"280,000,000",5 beds,6 baths,7 Toilets,08065680218,09 Feb 2022,24 Feb 2022
Room Self Contain,Satellite Town Satellite Town Amuwo Odofin Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-satellite-town-satellite-town-amuwo-odofin-lagos-8FZQB,Lagos,Odofin,"300,000/year",1 beds,1 baths,1 Toilets,08032739068,01 Feb 2022,17 Feb 2022
5 Bedroom Detached House Plus Bq,Chevy View Estate Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-chevy-view-estate-lekki-lagos-1FWCP,Lagos,Lekki,"5,500,000",0 beds,0 baths,0 Toilets,07089371736,04 Jan 2022,17 Feb 2022
Brand New 3 Bedroom Terrace Duplex,6th Ave Festac Amuwo Odofin Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-6th-ave-festac-amuwo-odofin-lagos-2FZNW,Lagos,Odofin,"1,500,000",3 beds,3 baths,3 Toilets,08060964343,01 Feb 2022,17 Feb 2022
"There's Too Many Forms On This Property Now, Inspection Is On Hold Now.",Off Shaki Crescent Aguda Aguda Surulere Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-shaki-crescent-aguda-aguda-surulere-lagos-0FZER,Lagos,Surulere,"600,000/year",1 beds,1 baths,1 Toilets,07012152081,29 Jan 2022,17 Feb 2022
Newly Built Mini Flat,"Malete, Opposite Beachwood Estate Ibeju Lekki Lagos",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-malete-opposite-beachwood-estate-ibeju-lekki-lagos-6GBSC,Lagos,Lekki,"500,000/year",1 beds,1 baths,2 Toilets,08024312255,16 Feb 2022,17 Feb 2022
Self Contain,Off Admiralty Way Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-3GAMB,Lagos,Lekki,"1,000,000",1 beds,1 baths,1 Toilets,08138837188,08 Feb 2022,17 Feb 2022
Executive 2bedroom Flat,Ojodu Abiodun Area. Berger Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ojodu-abiodun-area-berger-ojodu-lagos-6GAQZ,Lagos,Ojodu,"400,000",2 beds,2 baths,2 Toilets,08168472093,09 Feb 2022,17 Feb 2022
Shop,Festac Amuwo Odofin Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-festac-amuwo-odofin-lagos-1GALT,Lagos,Odofin,"500,000",0 beds,0 baths,0 Toilets,08060964343,08 Feb 2022,17 Feb 2022
Newly Built 2 Bedroom Apartment,Ayobo Ipaja Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ayobo-ipaja-lagos-5FZFB,Lagos,Ipaja,"500,000/year",2 beds,3 baths,3 Toilets,07040702569,30 Jan 2022,17 Feb 2022
Beautiful Room Self Contained In Shared Apartment,Mobile Road Ilaje Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mobile-road-ilaje-ajah-lagos-8GALF,Lagos,Ajah,"400,000",1 beds,1 baths,1 Toilets,08166666890,07 Feb 2022,17 Feb 2022
Well Finished 2bedroom Flat,In An Estate Around Godab Life Camp Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-in-an-estate-around-godab-life-camp-abuja-1GBDL,Abuja,Camp,"2,500,000",2 beds,3 baths,3 Toilets,08155321626,12 Feb 2022,17 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Brand New 2 Bedroom Flat,Idu Axis Idu Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-idu-axis-idu-abuja-6FWYX,Abuja,Idu,"1,500,000/year",2 beds,3 baths,3 Toilets,08097100871,12 Jan 2022,17 Feb 2022
Clean And Very Spacious Self Contain,Agungi Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-agungi-lekki-lagos-8GART,Lagos,Lekki,"800,000",1 beds,1 baths,1 Toilets,08138837188,09 Feb 2022,17 Feb 2022
3bedrooms Flat,Off Ogunlana Drive Ogunlana Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-off-ogunlana-drive-ogunlana-surulere-lagos-7FVYQ,Lagos,Surulere,"2,000,000", beds, baths, Toilets,07089371736,01 Jan 2022,17 Feb 2022
Open Plan Offices With 2 Restrooms,By Toyin Street Toyin Street Ikeja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-by-toyin-street-toyin-street-ikeja-lagos-9GBKX,Lagos,Ikeja,"3,000,000/year", beds,2 baths,2 Toilets,08033946356,15 Feb 2022,17 Feb 2022
A Spacious Serviced 5 Bedroom Semi Detached Duplex,Mabushi District Mabushi Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-mabushi-district-mabushi-abuja-1GAXW,Abuja,Mabushi,"7,000,000/year",5 beds,5 baths,6 Toilets,09052654781,11 Feb 2022,17 Feb 2022
70 Sqms Ground Floor Space,Maryland Maryland Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-maryland-maryland-lagos-9GAUM,Lagos,Maryland,"3,000,000", beds, baths, Toilets,08055652402,10 Feb 2022,17 Feb 2022
